County,Population,Poverty Count,No Degree,Degree,Lat,Lng
Abbeville County,20747.0,4669.0,5102.0,3220.0,34.23,-82.47
Ada County,429367.0,51360.0,64301.0,131300.0,43.42,-116.13
Adair County,72700.0,17031.0,17784.0,11932.0,40.2,-92.6
Adams County,768317.0,100228.0,172132.0,149855.0,39.87,-104.38
Addison County,35684.0,2861.0,7780.0,10793.0,44.05,-73.12
Aiken County,154849.0,27174.0,35016.0,35160.0,33.58,-81.6
Aitkin County,15914.0,1972.0,4775.0,3456.0,46.6,-93.42
Alachua County,257641.0,58172.0,35538.0,80112.0,29.71,-82.33
Alamance County,163481.0,28312.0,32950.0,35744.0,36.03,-79.4
Alameda County,1611207.0,189954.0,227485.0,566876.0,37.6,-121.88
Alamosa County,16398.0,4802.0,2519.0,2875.0,37.6,-105.8
Albany County,326664.0,46321.0,54412.0,107662.0,42.6,-73.97
Albemarle County,87024.0,7124.0,12534.0,31613.0,38.03,-78.55
Aleutians East Borough,3299.0,510.0,1074.0,483.0,54.85,-163.42
Aleutians West Census Area,5512.0,426.0,1631.0,860.0,52.24,-175.13
Alexander County,44113.0,8127.0,12628.0,6333.0,37.18,-89.18
Alger County,9149.0,1107.0,3256.0,1861.0,46.33,-86.7
Allegan County,100018.0,10682.0,26579.0,19668.0,42.6,-85.87
Allegany County,121890.0,18795.0,33920.0,24397.0,39.67,-78.67
Allegheny County,1214829.0,151768.0,258363.0,421273.0,40.63,-80.13
Allen County,508511.0,76806.0,108128.0,113324.0,41.07,-85.01
Allen Parish,25174.0,3229.0,8033.0,2985.0,30.65,-92.8
Alpine County,1143.0,216.0,251.0,271.0,38.6,-119.8
Amador County,37043.0,3723.0,7986.0,8736.0,38.45,-120.65
Anchorage Municipality,299027.0,23652.0,47628.0,81884.0,61.17,-149.25
Anderson County,336568.0,52768.0,82686.0,64365.0,34.53,-82.65
Androscoggin County,107376.0,15370.0,28260.0,23212.0,44.17,-70.17
Angelina County,88059.0,16791.0,19245.0,13108.0,31.25,-94.57
Anne Arundel County,540656.0,31471.0,89665.0,176531.0,39,-76.62
Anoka County,322828.0,24337.0,63222.0,89403.0,45.25,-93.25
Anson County,25970.0,5470.0,7656.0,3090.0,34.98,-80.1
Antrim County,22685.0,3081.0,6199.0,5571.0,45.05,-85.13
Aransas County,21870.0,3315.0,4956.0,4546.0,28.1,-96.98
Arapahoe County,639734.0,73930.0,95789.0,200561.0,39.65,-104.38
Arkansas County,19151.0,3633.0,5545.0,2635.0,34.32,-91.4
Arlington County,226574.0,19528.0,16720.0,131288.0,38.87,-77.1
Aroostook County,69112.0,11912.0,19766.0,14237.0,46.67,-68.5
Ascension Parish,117156.0,13320.0,26778.0,25455.0,30.22,-90.9
Ashland County,69810.0,9535.0,19606.0,13837.0,40.82,-82.27
Ashtabula County,99643.0,18794.0,31345.0,14252.0,41.7,-80.77
Atchison County,24024.0,3894.0,6511.0,4327.0,40.43,-95.4
Athens County,70033.0,17588.0,13499.0,14899.0,39.35,-82.05
Atlantic County,273588.0,40906.0,64838.0,60992.0,39.47,-74.67
Atoka County,12663.0,2448.0,3591.0,1651.0,34.4,-96.02
Autauga County,53708.0,7256.0,12409.0,11682.0,32.53,-86.65
Baca County,3713.0,634.0,803.0,808.0,37.33,-102.55
Baker County,45418.0,7254.0,11929.0,7543.0,44.75,-117.67
Baldwin County,243846.0,37750.0,51245.0,61743.0,30.75,-87.77
Ballard County,6210.0,988.0,1620.0,1048.0,37.05,-89
Baltimore County,817931.0,75942.0,158673.0,248833.0,39.47,-76.65
Bannock County,86476.0,15606.0,14796.0,19410.0,42.65,-112.21
Barber County,4902.0,656.0,1243.0,974.0,37.23,-98.68
Barnstable County,217084.0,17483.0,42954.0,83700.0,41.67,-70.25
Barren County,40545.0,8126.0,11714.0,6196.0,36.95,-85.95
Barrow County,78982.0,10621.0,17888.0,13531.0,33.98,-83.72
Barry County,87138.0,13350.0,23836.0,15446.0,42.6,-85.32
Bartholomew County,80414.0,9792.0,19629.0,20619.0,39.2,-85.92
Barton County,39184.0,6939.0,9461.0,7061.0,38.47,-98.77
Bartow County,101996.0,13863.0,23862.0,17560.0,34.25,-84.85
Baxter County,40266.0,5544.0,10677.0,8084.0,36.33,-92.37
Bay County,282751.0,43682.0,66027.0,62974.0,30.21,-85.62
Bayfield County,12533.0,1583.0,2838.0,3927.0,46.55,-91.15
Beadle County,18393.0,3787.0,4333.0,3878.0,44.39,-98.28
Bear Lake County,5738.0,811.0,1550.0,1062.0,42.31,-111.31
Beaufort County,224322.0,29639.0,41113.0,69933.0,32.37,-80.7
Beauregard Parish,38539.0,7163.0,10852.0,5917.0,30.65,-93.33
Beaver County,174749.0,18727.0,49353.0,43408.0,40.75,-80.5
Becker County,31968.0,3944.0,7196.0,8160.0,46.95,-95.68
Beckham County,23619.0,3115.0,6301.0,4024.0,35.27,-99.67
Bedford County,164960.0,20604.0,47073.0,32455.0,35.52,-86.45
Belknap County,56891.0,5733.0,12428.0,17133.0,43.52,-71.43
Bell County,369004.0,58147.0,64086.0,70560.0,31.05,-97.47
Beltrami County,45948.0,8009.0,7783.0,11117.0,47.92,-94.9
Benewah County,9591.0,1569.0,2644.0,1486.0,47.21,-116.63
Bennington County,36332.0,4658.0,8008.0,10819.0,43.03,-73.1
Bent County,5652.0,931.0,2147.0,892.0,37.97,-103.07
Benton County,612350.0,85189.0,117616.0,153932.0,36.33,-94.33
Bergen County,930310.0,69119.0,164322.0,346916.0,40.93,-74.05
Berkeley County,264393.0,35143.0,60650.0,55234.0,33.18,-79.95
Berks County,412885.0,57384.0,108387.0,88360.0,40.63,-75.88
Berkshire County,128563.0,15136.0,29373.0,38799.0,42.33,-73.25
Bernalillo County,671656.0,123974.0,112094.0,184736.0,35.05,-106.67
Berrien County,187116.0,33117.0,40873.0,45214.0,41.95,-86.42
Bethel Census Area,17871.0,4613.0,4374.0,1456.0,60.75,-160.5
Bexar County,1858191.0,312687.0,319204.0,405905.0,29.45,-98.52
Bibb County,196765.0,46934.0,45892.0,37355.0,32.8,-83.67
Bienville Parish,12561.0,3214.0,3634.0,1676.0,32.37,-93.05
Big Horn County,24127.0,4714.0,4782.0,4235.0,44.53,-108.08
Big Stone County,5343.0,583.0,1671.0,1072.0,45.4,-96.45
Bingham County,43395.0,5392.0,8329.0,7073.0,43.17,-112.31
Black Hawk County,131865.0,19639.0,27675.0,31448.0,42.47,-92.32
Blackford County,12440.0,1410.0,4269.0,1761.0,40.45,-85.37
Blaine County,35967.0,5648.0,6487.0,10101.0,35.87,-98.45
Blair County,128215.0,18329.0,44019.0,25165.0,40.63,-78.38
Blanco County,10390.0,1047.0,2605.0,2693.0,30.25,-98.42
Blount County,163163.0,23734.0,39615.0,34324.0,35.7,-83.95
Blue Earth County,65429.0,11347.0,10830.0,16544.0,44.03,-94.07
Bond County,18330.0,2601.0,5278.0,3495.0,38.88,-89.43
Bonner County,39146.0,5530.0,8931.0,8749.0,48.83,-117
Bonneville County,108960.0,13687.0,18306.0,25131.0,43.42,-111.5
Boone County,507705.0,66930.0,93492.0,135019.0,39.03,-92.33
Bosque County,18273.0,2619.0,4620.0,3243.0,31.9,-97.65
Bossier Parish,121915.0,18502.0,23600.0,26875.0,32.63,-93.6
Boulder County,327682.0,41751.0,30210.0,134848.0,40.08,-105.35
Boundary County,11141.0,1813.0,2994.0,2057.0,48.96,-117
Bourbon County,33687.0,5722.0,8065.0,6496.0,37.85,-94.85
Bowie County,93094.0,17166.0,22671.0,15828.0,33.45,-94.43
Box Butte County,11628.0,1585.0,2594.0,2299.0,42.23,-103.08
Box Elder County,51417.0,5238.0,9873.0,9232.0,41.5,-112.88
Boyd County,54648.0,9493.0,13816.0,11423.0,38.37,-82.68
Boyle County,30405.0,4581.0,7666.0,6220.0,37.63,-84.87
Bradford County,85774.0,11759.0,27645.0,15089.0,41.88,-76.88
Bradley County,117438.0,22074.0,27743.0,21983.0,35.15,-84.87
Branch County,44139.0,7283.0,12661.0,6838.0,41.92,-85.07
Brazoria County,356050.0,36997.0,62883.0,85034.0,29.18,-95.45
Brazos County,209565.0,52573.0,22546.0,48782.0,30.67,-96.32
Brevard County,561397.0,77384.0,122792.0,162093.0,28.29,-80.75
Brewster County,9188.0,1023.0,1630.0,2644.0,29.83,-103.25
Bristol Bay Borough,999.0,69.0,238.0,183.0,58.75,-156.83
Bristol County,604096.0,70584.0,131069.0,155431.0,41.83,-71.17
Brookings County,33110.0,4879.0,4557.0,8685.0,44.31,-96.82
Brooks County,19369.0,5616.0,4734.0,2256.0,27.03,-98.23
Broome County,201853.0,32882.0,43697.0,53956.0,42.25,-75.83
Broomfield County,68582.0,3723.0,7408.0,27911.0,39.92,-105.09
Broward County,1863780.0,265521.0,377541.0,534431.0,26.15,-80.48
Brown County,438303.0,52881.0,104050.0,103733.0,44.47,-87.97
Brunswick County,135859.0,21002.0,31101.0,36658.0,34.07,-78.27
Bryan County,83694.0,12670.0,17897.0,17790.0,33.97,-96.27
Buchanan County,136026.0,22620.0,35112.0,23810.0,39.65,-94.77
Bucks County,614949.0,35699.0,133406.0,201142.0,40.5,-75.38
Buena Vista County,20664.0,2588.0,4337.0,3639.0,42.73,-95.15
Buffalo County,65229.0,8599.0,12220.0,16154.0,40.85,-99.08
Bulloch County,68760.0,20456.0,9751.0,13623.0,32.42,-81.75
Bullock County,10725.0,2901.0,2607.0,1139.0,32.07,-85.7
Buncombe County,245111.0,35229.0,45314.0,79384.0,35.6,-82.52
Bureau County,33529.0,4415.0,9401.0,6744.0,41.4,-89.52
Burke County,101772.0,21695.0,23582.0,19262.0,35.77,-81.7
Burleigh County,90004.0,6706.0,14514.0,29593.0,46.96,-100.46
Burleson County,17342.0,2310.0,4907.0,2382.0,30.52,-96.62
Burlington County,445204.0,28183.0,92472.0,138826.0,39.88,-74.64
Burnet County,37300.0,4946.0,8035.0,8389.0,30.78,-98.18
Butler County,721294.0,89374.0,165791.0,175384.0,39.45,-84.57
Butte County,237737.0,48047.0,39225.0,54398.0,39.65,-121.57
Cabarrus County,195548.0,24567.0,37273.0,46678.0,35.37,-80.57
Cabell County,94174.0,18795.0,20745.0,22459.0,38.43,-82.25
Cabo Rojo Municipio,50096.0,25055.0,9662.0,11900.0,18.06,-67.15
Cache County,118824.0,17367.0,13498.0,26180.0,41.75,-111.75
Caddo Parish,255868.0,56249.0,57077.0,51223.0,32.63,-93.9
Caguas Municipio,140558.0,52210.0,27738.0,38019.0,18.21,-66.05
Calaveras County,44814.0,5631.0,9513.0,10558.0,38.17,-120.58
Calcasieu Parish,205176.0,34367.0,48170.0,37258.0,30.23,-93.35
Caldwell County,140847.0,23999.0,35989.0,20996.0,35.95,-81.55
Calhoun County,354739.0,62160.0,87943.0,62567.0,42.25,-85
Callaway County,43178.0,5039.0,11366.0,8173.0,38.87,-91.9
Calloway County,38000.0,8610.0,7548.0,7648.0,36.63,-88.27
Calumet County,25445.0,1638.0,6802.0,5954.0,44.08,-88.2
Cambria County,137842.0,20583.0,45675.0,29373.0,40.63,-78.75
Camden County,631858.0,83300.0,140300.0,158295.0,39.78,-74.97
Cameron County,423535.0,137409.0,72660.0,56236.0,26.12,-97.52
Cameron Parish,2647.0,210.0,773.0,497.0,29.87,-93.22
Campbell County,215803.0,30332.0,52280.0,44656.0,38.95,-84.38
Camuy Municipio,33481.0,16173.0,6791.0,6707.0,18.43,-66.86
Canadian County,124832.0,9546.0,24813.0,29017.0,35.53,-97.98
Canyon County,204581.0,37664.0,42298.0,32596.0,43.88,-116.96
Cape Girardeau County,77047.0,13263.0,16068.0,17566.0,37.38,-89.72
Cape May County,96044.0,9776.0,24996.0,26642.0,39.15,-74.78
Carbon County,111626.0,13903.0,31965.0,22432.0,41.67,-106.83
Carolina Municipio,160451.0,46801.0,30182.0,47005.0,18.38,-65.96
Caroline County,62326.0,8962.0,17400.0,10156.0,38.03,-77.35
Carroll County,523887.0,65250.0,129998.0,112129.0,39.55,-77.02
Carson City,56002.0,9194.0,11636.0,11449.0,39.16,-119.77
Carter County,131172.0,25449.0,36550.0,19464.0,34.23,-97.3
Carteret County,73156.0,9745.0,14793.0,20390.0,34.8,-76.7
Carver County,92345.0,3833.0,12856.0,33592.0,44.8,-93.78
Cascade County,82145.0,11699.0,17594.0,19645.0,47.3,-111.37
Cass County,451622.0,55521.0,97635.0,109225.0,46.94,-97.23
Cassia County,23115.0,3488.0,4230.0,3706.0,42.32,-113.56
Caswell County,17488.0,4038.0,4467.0,2551.0,36.4,-79.35
Catawba County,163398.0,25061.0,35694.0,35468.0,35.67,-81.23
Cayey Municipio,49841.0,21718.0,11743.0,11022.0,18.1,-66.15
Cayuga County,76394.0,8436.0,18167.0,18861.0,42.97,-76.58
Cecil County,102175.0,10729.0,26411.0,20661.0,39.57,-75.95
Cedar County,38551.0,4931.0,10727.0,7718.0,41.77,-91.13
Ceiba Municipio,12798.0,5611.0,3146.0,2335.0,18.26,-65.67
Centre County,161827.0,27540.0,31231.0,46997.0,41.25,-77.9
Cerro Gordo County,43070.0,5394.0,9829.0,11322.0,43.08,-93.27
Chaffee County,18512.0,1680.0,3779.0,6287.0,38.77,-106.18
Champaign County,245375.0,45444.0,39027.0,68055.0,40.13,-88.2
Charles County,155753.0,11475.0,34315.0,35843.0,38.48,-76.98
Charles Mix County,9532.0,2174.0,2175.0,1545.0,43.19,-98.5
Charleston County,373101.0,57806.0,58030.0,129730.0,32.77,-79.97
Charlevoix County,27211.0,3324.0,6496.0,7448.0,45.22,-85
Charlotte County,182056.0,23197.0,51841.0,44382.0,26.92,-81.92
Chase County,6652.0,680.0,1387.0,1407.0,40.53,-101.7
Chatham County,329564.0,55885.0,56413.0,87378.0,32,-81.08
Chattooga County,27223.0,5515.0,7549.0,2998.0,34.47,-85.33
Chautauqua County,136669.0,25112.0,34795.0,31497.0,42.25,-79.4
Chaves County,65586.0,14196.0,11945.0,11405.0,33.38,-104.45
Cheboygan County,21937.0,3953.0,6361.0,4343.0,45.45,-84.5
Chelan County,74785.0,9318.0,15366.0,16814.0,47.88,-120.63
Chemung County,85881.0,12994.0,20923.0,21743.0,42.15,-76.77
Chenango County,50847.0,7745.0,14215.0,10642.0,42.47,-75.58
Cherokee County,465630.0,68927.0,93792.0,106310.0,34.27,-84.45
Cherry County,5402.0,388.0,1265.0,1175.0,42.55,-101.1
Chesapeake city,233306.0,21418.0,41365.0,61381.0,39.53,-75.81
Cheshire County,77181.0,7900.0,18015.0,21501.0,42.93,-72.27
Chester County,580800.0,47126.0,94112.0,210763.0,40.13,-75.88
Chesterfield County,371804.0,36074.0,65698.0,107506.0,37.38,-77.6
Cheyenne County,14933.0,1464.0,2945.0,3734.0,38.83,-102.6
Childress County,7098.0,1342.0,1967.0,1115.0,34.53,-100.22
Chippewa County,112579.0,14084.0,30029.0,24201.0,46.3,-84.48
Chisago County,62081.0,3468.0,14811.0,14523.0,45.5,-92.9
Chittenden County,162800.0,17359.0,22420.0,61014.0,44.45,-73.05
Choctaw County,34340.0,8410.0,9494.0,4862.0,33.34,-89.24
Chowan County,14388.0,3491.0,3660.0,2909.0,36.15,-76.65
Christian County,198530.0,28081.0,43359.0,36646.0,36.97,-93.18
Churchill County,24119.0,3837.0,5569.0,4464.0,39.5,-118.25
Ciales Municipio,17795.0,10824.0,4044.0,3029.0,18.29,-66.52
Cibola County,34391.0,10091.0,8268.0,4261.0,34.86,-109.06
Cidra Municipio,37558.0,15486.0,8770.0,8142.0,18.18,-66.16
Citrus County,140189.0,24338.0,42800.0,29020.0,28.87,-82.46
Clackamas County,388556.0,35585.0,62503.0,117140.0,45.25,-122.17
Clallam County,74470.0,11505.0,15422.0,19571.0,48.05,-123.83
Clare County,33255.0,7611.0,9718.0,4759.0,43.98,-84.85
Clark County,2901254.0,409011.0,598975.0,612124.0,36,-114.88
Clarke County,192334.0,52288.0,34068.0,43624.0,33.95,-83.38
Clay County,688217.0,87152.0,149718.0,162342.0,39.32,-94.4
Clayton County,244441.0,56395.0,53254.0,39432.0,33.53,-84.37
Clearfield County,76960.0,10591.0,28799.0,12995.0,41.13,-78.75
Clearwater County,20406.0,2907.0,5510.0,3787.0,47.57,-95.37
Cleburne County,40043.0,6657.0,11562.0,5693.0,35.52,-92.02
Cleveland County,359897.0,52569.0,67418.0,84461.0,35.2,-97.3
Clinton County,373665.0,47419.0,96924.0,76841.0,44.73,-73.68
Cloud County,9577.0,1156.0,2085.0,2138.0,39.48,-97.65
Coahoma County,24840.0,8704.0,4407.0,4241.0,34.22,-90.57
Coamo Municipio,39630.0,19373.0,9801.0,7629.0,18.1,-66.36
Cobb County,727790.0,84595.0,97693.0,248155.0,33.93,-84.57
Cochise County,129997.0,22309.0,21805.0,30435.0,31.93,-109.74
Coconino County,131075.0,25942.0,17177.0,33001.0,36.08,-112.13
Codington County,27702.0,2856.0,7088.0,6199.0,44.96,-97.19
Coffee County,151029.0,26207.0,36954.0,27585.0,35.48,-86.07
Colbert County,52618.0,8228.0,13239.0,9879.0,34.68,-87.82
Cole County,77453.0,8980.0,16865.0,20828.0,38.5,-92.28
Coleman County,8550.0,1531.0,2535.0,1180.0,31.78,-99.45
Coles County,52395.0,10767.0,10211.0,11673.0,39.55,-88.23
Colfax County,23560.0,3786.0,5649.0,4258.0,36.88,-105.13
Collier County,347622.0,45251.0,73129.0,107834.0,26.13,-81.48
Collin County,825992.0,57187.0,88108.0,308268.0,33.2,-96.57
Collingsworth County,2873.0,578.0,630.0,415.0,34.97,-100.27
Colquitt County,44176.0,11196.0,11298.0,5508.0,31.18,-83.77
Columbia County,481604.0,61125.0,110618.0,116845.0,33.55,-82.25
Columbiana County,110055.0,16563.0,35886.0,18235.0,40.75,-80.75
Colusa County,21580.0,2932.0,3360.0,3278.0,39.18,-122.27
Comal County,144403.0,12884.0,27268.0,41718.0,29.82,-98.3
Comanche County,137634.0,21815.0,30212.0,23518.0,34.67,-98.48
Conecuh County,12825.0,4425.0,4411.0,1238.0,31.47,-86.98
Contra Costa County,1101740.0,111453.0,148507.0,361261.0,37.93,-121.93
Converse County,14223.0,1186.0,3637.0,2715.0,42.97,-105.53
Cook County,5191796.0,856032.0,894602.0,1504729.0,41.83,-87.85
Cooke County,35881.0,5609.0,7447.0,6999.0,33.63,-97.22
Coos County,95255.0,15283.0,25429.0,19584.0,43.17,-124
Corozal Municipio,34702.0,19587.0,7020.0,5826.0,18.31,-66.33
Cortland County,48913.0,6315.0,10593.0,11712.0,42.6,-76.08
Coryell County,62753.0,7184.0,12457.0,11493.0,31.38,-97.8
Cottonwood County,11357.0,1801.0,2778.0,2265.0,44,-95.2
Covington County,62428.0,12882.0,15879.0,10256.0,31.27,-86.45
Coweta County,134895.0,15957.0,28315.0,31510.0,33.38,-84.77
Cowley County,35844.0,5528.0,7222.0,7367.0,37.23,-96.83
Cowlitz County,105572.0,17220.0,23632.0,18729.0,46.2,-122.68
Craighead County,103768.0,18937.0,23378.0,20700.0,35.82,-90.65
Crane County,4591.0,520.0,880.0,475.0,31.45,-102.52
Craven County,106840.0,15336.0,19729.0,23378.0,35.13,-77.07
Crawford County,341862.0,57547.0,96775.0,59666.0,35.58,-94.23
Creek County,67633.0,9670.0,18628.0,10483.0,35.9,-96.4
Crenshaw County,13223.0,2275.0,3697.0,2020.0,31.73,-86.32
Crittenden County,57228.0,13709.0,13506.0,8383.0,35.23,-90.28
Crook County,28179.0,4021.0,7438.0,5433.0,44.17,-120.08
Crow Wing County,66673.0,6707.0,14358.0,17866.0,46.47,-94.08
Culebra Municipio,1493.0,679.0,401.0,215.0,18.32,-65.29
Culpeper County,55183.0,5163.0,12297.0,10942.0,38.5,-77.97
Cumberland County,1055763.0,136961.0,224909.0,281155.0,35.05,-78.87
Currituck County,25255.0,2534.0,5307.0,5610.0,36.31,-75.94
Curry County,73018.0,14058.0,13662.0,14922.0,34.95,-103.25
Custer County,68663.0,9569.0,14723.0,15839.0,44.88,-114.22
Cuyahoga County,1264525.0,227812.0,255839.0,336784.0,41.43,-81.67
Dakota County,434489.0,32743.0,64614.0,146913.0,44.67,-93.07
Dale County,43283.0,8675.0,9541.0,7823.0,31.45,-85.65
Dallam County,12149.0,1294.0,2768.0,1670.0,36.28,-102.6
Dallas County,2702502.0,487529.0,431744.0,611413.0,32.77,-96.78
Dane County,519139.0,63656.0,64250.0,199468.0,43.07,-89.43
Dare County,35187.0,2885.0,6510.0,9848.0,35.75,-75.77
Darlington County,65055.0,14826.0,16733.0,11406.0,34.33,-79.97
Dauphin County,267829.0,35704.0,64871.0,69591.0,40.63,-76.75
Davidson County,825261.0,139772.0,153696.0,227865.0,36.15,-86.78
Daviess County,138150.0,21692.0,34483.0,26175.0,37.7,-87.12
Davis County,331075.0,24881.0,41866.0,87842.0,41,-112
Davison County,20490.0,2361.0,3765.0,5704.0,43.67,-98.18
Dawes County,9164.0,1261.0,1562.0,2285.0,42.72,-103.13
Dawson County,75613.0,10975.0,17286.0,14589.0,40.87,-99.82
Day County,5547.0,987.0,1611.0,1108.0,45.32,-97.58
De Soto Parish,26853.0,7008.0,7497.0,3452.0,32.07,-93.77
De Witt County,16037.0,1926.0,4268.0,3401.0,40.17,-88.92
DeKalb County,1021931.0,185174.0,171844.0,298118.0,33.75,-84.23
